Hash64	Hash56	Candidate	IndexSource	MatchKind
0021ece84a89ee1f	21ece84a89ee1f	options/classic	hashes/global/bo6.csv	exact64
0021ece84a89ee1f	21ece84a89ee1f	options/classic	hashes/global/bo6sp.csv	exact64
0021ece84a89ee1f	21ece84a89ee1f	options/classic	hashes/global/bo7.csv	exact64
0021ece84a89ee1f	21ece84a89ee1f	options/classic	hashes/global/mwiii.csv	exact64
0021ece84a89ee1f	21ece84a89ee1f	options/classic	hashes/xassets/xassets_bo6.csv	exact64
002c6a50d4e0d095	2c6a50d4e0d095	sat_ui_wc_tier_icon_2_zone	hashes/global/bo7.csv	exact64
002fdc644158b386	2fdc644158b386	ui/luimixedelementpool.lua	hashes/global/bo6.csv	exact64
002fdc644158b386	2fdc644158b386	ui/luimixedelementpool.lua	hashes/global/bo6sp.csv	exact64
002fdc644158b386	2fdc644158b386	ui/luimixedelementpool.lua	hashes/global/bo7.csv	exact64
002fdc644158b386	2fdc644158b386	ui/luimixedelementpool.lua	hashes/global/mwiii.csv	exact64
002fdc644158b386	2fdc644158b386	ui/luimixedelementpool.lua	hashes/lua/bo6.csv	exact64
003934191339461a	3934191339461a	bar	hashes/global/bo4.csv	exact64
003934191339461a	3934191339461a	bar	hashes/scr/bo4.csv	exact64
003934191339461a	3934191339461a	bar	hashes/scr/bocw.csv	exact64
003934191339461a	3934191339461a	bar	hashes/xassets/strings.csv	exact64
003e11e8a6ad6f10	3e11e8a6ad6f10	menu_default_slot	hashes/global/bo6.csv	exact64
003e11e8a6ad6f10	3e11e8a6ad6f10	menu_default_slot	hashes/global/bo6sp.csv	exact64
003e11e8a6ad6f10	3e11e8a6ad6f10	menu_default_slot	hashes/global/bo7.csv	exact64
003e11e8a6ad6f10	3e11e8a6ad6f10	menu_default_slot	hashes/global/mwiii.csv	exact64
003e11e8a6ad6f10	3e11e8a6ad6f10	menu_default_slot	hashes/xassets/ximages_mw5.csv	exact64
004597738cc23d5e	4597738cc23d5e	warningicon	hashes/global/bo7.csv	exact64
004fd4666b477388	4fd4666b477388	menu/unavailable	hashes/global/bo6.csv	exact64
004fd4666b477388	4fd4666b477388	menu/unavailable	hashes/global/bo6sp.csv	exact64
004fd4666b477388	4fd4666b477388	menu/unavailable	hashes/global/bo7.csv	exact64
004fd4666b477388	4fd4666b477388	menu/unavailable	hashes/global/mwiii.csv	exact64
004fd4666b477388	4fd4666b477388	menu/unavailable	hashes/xassets/xassets_bo6.csv	exact64
0051e8a99b3c6946	51e8a99b3c6946	contextual_action:proximity_chat	hashes/global/bo7.csv	exact64
00567a4ab3c554a1	567a4ab3c554a1	notificationcommon:korea_overindulgence	hashes/global/bo7.csv	exact64
006106fc07deed61	6106fc07deed61	lua_menu/weapon_stats_caps	hashes/global/bo7.csv	exact64
006106fc07deed61	6106fc07deed61	lua_menu/weapon_stats_caps	hashes/global/mwiii.csv	exact64
006399352d78d81d	6399352d78d81d	icon_loadout_build_entry_sentinel_sniper	hashes/global/bo6.csv	exact64
006399352d78d81d	6399352d78d81d	icon_loadout_build_entry_sentinel_sniper	hashes/global/bo7.csv	exact64
006399352d78d81d	6399352d78d81d	icon_loadout_build_entry_sentinel_sniper	hashes/global/mwiii.csv	exact64
00675c88d75b3cb5	675c88d75b3cb5	options/crossplay_option_desc	hashes/global/bo6.csv	exact64
00675c88d75b3cb5	675c88d75b3cb5	options/crossplay_option_desc	hashes/global/bo6sp.csv	exact64
00675c88d75b3cb5	675c88d75b3cb5	options/crossplay_option_desc	hashes/global/bo7.csv	exact64
00675c88d75b3cb5	675c88d75b3cb5	options/crossplay_option_desc	hashes/global/mwiii.csv	exact64
00675c88d75b3cb5	675c88d75b3cb5	options/crossplay_option_desc	hashes/xassets/xassets_bo6.csv	exact64
00675e1c386b3b97	675e1c386b3b97	icon_global_lock	hashes/global/bo6.csv	exact64
00675e1c386b3b97	675e1c386b3b97	icon_global_lock	hashes/global/bo6sp.csv	exact64
00675e1c386b3b97	675e1c386b3b97	icon_global_lock	hashes/global/bo7.csv	exact64
00675e1c386b3b97	675e1c386b3b97	icon_global_lock	hashes/global/mwiii.csv	exact64
00675e1c386b3b97	675e1c386b3b97	icon_global_lock	hashes/xassets/ximages_mw5.csv	exact64
006d8056f416f31c	6d8056f416f31c	killed_by	hashes/global/bo4.csv	exact64
006d8056f416f31c	6d8056f416f31c	killed_by	hashes/global/bo7.csv	exact64
006d8056f416f31c	6d8056f416f31c	killed_by	hashes/scr/bo4.csv	exact64
006d8056f416f31c	6d8056f416f31c	killed_by	hashes/scr/bocw.csv	exact64
00763c89d76e5625	763c89d76e5625	ui/utils/gametype.lua	hashes/global/bo6.csv	exact64
00763c89d76e5625	763c89d76e5625	ui/utils/gametype.lua	hashes/global/bo6sp.csv	exact64
00763c89d76e5625	763c89d76e5625	ui/utils/gametype.lua	hashes/global/bo7.csv	exact64
00763c89d76e5625	763c89d76e5625	ui/utils/gametype.lua	hashes/global/mwiii.csv	exact64
00763c89d76e5625	763c89d76e5625	ui/utils/gametype.lua	hashes/lua/bo6.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/global/bo6.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/global/bo6sp.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/global/bo7.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/global/mwiii.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/scr/bo6.csv	exact64
007717aa42a59b40	7717aa42a59b40	buy_station	hashes/scr/mwiii.csv	exact64
007c928da9aecded	7c928da9aecded	challenges_progress_circle_segment	hashes/global/bo6.csv	exact64
007c928da9aecded	7c928da9aecded	challenges_progress_circle_segment	hashes/global/bo6sp.csv	exact64
007c928da9aecded	7c928da9aecded	challenges_progress_circle_segment	hashes/global/bo7.csv	exact64
007c928da9aecded	7c928da9aecded	challenges_progress_circle_segment	hashes/global/mwiii.csv	exact64
007c928da9aecded	7c928da9aecded	challenges_progress_circle_segment	hashes/xassets/ximages_mw5.csv	exact64
0081ec13f37469df	81ec13f37469df	ui_gunscreen_bg_018	hashes/global/bo6.csv	exact64
0081ec13f37469df	81ec13f37469df	ui_gunscreen_bg_018	hashes/global/bo6sp.csv	exact64
0081ec13f37469df	81ec13f37469df	ui_gunscreen_bg_018	hashes/global/bo7.csv	exact64
0081ec13f37469df	81ec13f37469df	ui_gunscreen_bg_018	hashes/global/mwiii.csv	exact64
008390ccf5224378	8390ccf5224378	sat_nzl_pl_rose	hashes/global/bo7.csv	exact64
008390ccf5224378	8390ccf5224378	sat_nzl_pl_rose	hashes/global/bo7.csv	masked56
0084df2d9d04ce13	84df2d9d04ce13	lua_menu/reward_plural	hashes/global/bo7.csv	exact64
0084df2d9d04ce13	84df2d9d04ce13	lua_menu/reward_plural	hashes/global/mwiii.csv	exact64
009612c7244f43ce	9612c7244f43ce	ui_screen_adjust	hashes/global/bo7.csv	exact64
009a50d1c6985c32	9a50d1c6985c32	GobbleGumPack	hashes/global/bo6.csv	exact64
009a50d1c6985c32	9a50d1c6985c32	gobblegumpack	hashes/global/bo6sp.csv	exact64
009a50d1c6985c32	9a50d1c6985c32	gobblegumpack	hashes/global/bo7.csv	exact64
00a946dd7b8bd315	a946dd7b8bd315	brdata	hashes/global/bo7.csv	exact64
00be572ce6802c28	be572ce6802c28	ui/utils/draganddroputils.lua	hashes/global/bo6.csv	exact64
00be572ce6802c28	be572ce6802c28	ui/utils/draganddroputils.lua	hashes/global/bo6sp.csv	exact64
00be572ce6802c28	be572ce6802c28	ui/utils/draganddroputils.lua	hashes/global/bo7.csv	exact64
00be572ce6802c28	be572ce6802c28	ui/utils/draganddroputils.lua	hashes/global/mwiii.csv	exact64
00be572ce6802c28	be572ce6802c28	ui/utils/draganddroputils.lua	hashes/lua/bo6.csv	exact64
00c60a5a3348bfa7	c60a5a3348bfa7	wzstyleguide	hashes/global/bo7.csv	exact64
00c9755aec287e03	c9755aec287e03	icon_social_lock	hashes/global/bo6.csv	exact64
00c9755aec287e03	c9755aec287e03	icon_social_lock	hashes/global/bo6sp.csv	exact64
00c9755aec287e03	c9755aec287e03	icon_social_lock	hashes/global/bo7.csv	exact64
00c9755aec287e03	c9755aec287e03	icon_social_lock	hashes/global/mwiii.csv	exact64
00c9755aec287e03	c9755aec287e03	icon_social_lock	hashes/xassets/ximages_mw5.csv	exact64
00ca92591fe8e7d9	ca92591fe8e7d9	killstreaks/round_start	hashes/global/bo7.csv	exact64
00e228fad59fc374	e228fad59fc374	audio	hashes/global/bo6.csv	exact64
00e228fad59fc374	e228fad59fc374	audio	hashes/global/bo6sp.csv	exact64
00e228fad59fc374	e228fad59fc374	audio	hashes/global/bo7.csv	exact64
00e410b1e5710ade	e410b1e5710ade	textbutton	hashes/global/bo7.csv	exact64
00e6d2f8baecfc3b	e6d2f8baecfc3b	aar/operator	hashes/global/bo6.csv	exact64
00e6d2f8baecfc3b	e6d2f8baecfc3b	aar/operator	hashes/global/bo6sp.csv	exact64
00e6d2f8baecfc3b	e6d2f8baecfc3b	aar/operator	hashes/global/bo7.csv	exact64
00e6d2f8baecfc3b	e6d2f8baecfc3b	aar/operator	hashes/global/mwiii.csv	exact64
00e6d2f8baecfc3b	e6d2f8baecfc3b	aar/operator	hashes/xassets/xassets_bo6.csv	exact64
00f06bf28f1b34a5	f06bf28f1b34a5	skinref	hashes/global/bo7.csv	exact64
00fbceeadd4ca156	fbceeadd4ca156	mpui/round	hashes/global/bo7.csv	exact64
00fbceeadd4ca156	fbceeadd4ca156	mpui/round	hashes/global/mwiii.csv	exact64
01036d8158a3b07f	036d8158a3b07f	rarityimage	hashes/global/bo7.csv	exact64
0104bbaaf6384fb7	04bbaaf6384fb7	hud_editor/save	hashes/global/bo7.csv	exact64
010508c2e38c54a7	0508c2e38c54a7	menu/send_report	hashes/global/bo6.csv	exact64
010508c2e38c54a7	0508c2e38c54a7	menu/send_report	hashes/global/bo6sp.csv	exact64
010508c2e38c54a7	0508c2e38c54a7	menu/send_report	hashes/global/bo7.csv	exact64
010508c2e38c54a7	0508c2e38c54a7	menu/send_report	hashes/global/mwiii.csv	exact64
010abb13e093071a	0abb13e093071a	lua_menu/buy_now	hashes/global/bo7.csv	exact64
010abb13e093071a	0abb13e093071a	lua_menu/buy_now	hashes/global/mwiii.csv	exact64
0111a5f5f7c127c2	11a5f5f7c127c2	wz24	hashes/global/bo7.csv	exact64
0111a6f5f7c12975	11a6f5f7c12975	wz25	hashes/global/bo7.csv	exact64
0111ac4dd1b6bc49	11ac4dd1b6bc49	updatewidgetsvisibility	hashes/global/bo7.csv	exact64
0127ff8b8103a1ef	27ff8b8103a1ef	menu/binding_invalid	hashes/global/bo6.csv	exact64
0127ff8b8103a1ef	27ff8b8103a1ef	menu/binding_invalid	hashes/global/bo6sp.csv	exact64
0127ff8b8103a1ef	27ff8b8103a1ef	menu/binding_invalid	hashes/global/bo7.csv	exact64
0127ff8b8103a1ef	27ff8b8103a1ef	menu/binding_invalid	hashes/global/mwiii.csv	exact64
012c321d0c0d79c3	2c321d0c0d79c3	mp_br_ingame/item_type_key	hashes/global/bo6.csv	exact64
012c321d0c0d79c3	2c321d0c0d79c3	mp_br_ingame/item_type_key	hashes/global/bo7.csv	exact64
012c321d0c0d79c3	2c321d0c0d79c3	mp_br_ingame/item_type_key	hashes/global/mwiii.csv	exact64
012c321d0c0d79c3	2c321d0c0d79c3	mp_br_ingame/item_type_key	hashes/xassets/xassets_bo6.csv	exact64
012cd2a260b30fa2	2cd2a260b30fa2	menu/join	hashes/global/bo6.csv	exact64
012cd2a260b30fa2	2cd2a260b30fa2	menu/join	hashes/global/bo6sp.csv	exact64
012cd2a260b30fa2	2cd2a260b30fa2	menu/join	hashes/global/bo7.csv	exact64
012cd2a260b30fa2	2cd2a260b30fa2	menu/join	hashes/global/mwiii.csv	exact64
01342fe4f9e43be6	342fe4f9e43be6	menu/accept	hashes/global/bo6.csv	exact64
01342fe4f9e43be6	342fe4f9e43be6	menu/accept	hashes/global/bo6sp.csv	exact64
01342fe4f9e43be6	342fe4f9e43be6	menu/accept	hashes/global/bo7.csv	exact64
01342fe4f9e43be6	342fe4f9e43be6	menu/accept	hashes/global/mwiii.csv	exact64
013736aac9e59a32	3736aac9e59a32	options/mode_fullscreen	hashes/global/bo6.csv	exact64
013736aac9e59a32	3736aac9e59a32	options/mode_fullscreen	hashes/global/bo6sp.csv	exact64
013736aac9e59a32	3736aac9e59a32	options/mode_fullscreen	hashes/global/bo7.csv	exact64
013736aac9e59a32	3736aac9e59a32	options/mode_fullscreen	hashes/global/mwiii.csv	exact64
013736aac9e59a32	3736aac9e59a32	options/mode_fullscreen	hashes/xassets/xassets_bo6.csv	exact64
01447a7485caafea	447a7485caafea	icon_loadout_armory_sub_blueprint_large	hashes/global/bo6.csv	exact64
01447a7485caafea	447a7485caafea	icon_loadout_armory_sub_blueprint_large	hashes/global/bo6sp.csv	exact64
01447a7485caafea	447a7485caafea	icon_loadout_armory_sub_blueprint_large	hashes/global/bo7.csv	exact64
01447a7485caafea	447a7485caafea	icon_loadout_armory_sub_blueprint_large	hashes/global/mwiii.csv	exact64
0146ed5affafb72c	46ed5affafb72c	equipments	hashes/global/bo7.csv	exact64
014f390078f723da	4f390078f723da	hud_reticle_hdr_vz_large	hashes/global/bo6.csv	exact64
014f390078f723da	4f390078f723da	hud_reticle_hdr_vz_large	hashes/global/bo6sp.csv	exact64
014f390078f723da	4f390078f723da	hud_reticle_hdr_vz_large	hashes/global/bo7.csv	exact64
014f390078f723da	4f390078f723da	hud_reticle_hdr_vz_large	hashes/global/mwiii.csv	exact64
014f390078f723da	4f390078f723da	hud_reticle_hdr_vz_large	hashes/xassets/ximages_mw5.csv	exact64
015a841300b5e131	5a841300b5e131	uin_select_lethal_tactical	hashes/global/bo7.csv	exact64
0174fdd8c2b490c3	74fdd8c2b490c3	buttonoverdisabled	hashes/global/bo7.csv	exact64
0178f40946ab91d4	78f40946ab91d4	friendlyteamname	hashes/global/bo7.csv	exact64
0179885bd25a6f60	79885bd25a6f60	ui/utils/loadscreenutils.lua	hashes/global/bo6.csv	exact64
0179885bd25a6f60	79885bd25a6f60	ui/utils/loadscreenutils.lua	hashes/global/bo6sp.csv	exact64
0179885bd25a6f60	79885bd25a6f60	ui/utils/loadscreenutils.lua	hashes/global/bo7.csv	exact64
0179885bd25a6f60	79885bd25a6f60	ui/utils/loadscreenutils.lua	hashes/global/mwiii.csv	exact64
0179885bd25a6f60	79885bd25a6f60	ui/utils/loadscreenutils.lua	hashes/lua/bo6.csv	exact64
01803d80848679ef	803d80848679ef	storegobblegumsenabledtileportrait	hashes/global/bo7.csv	exact64
01865fddd4494b88	865fddd4494b88	activate_id	hashes/global/bo6.csv	exact64
01865fddd4494b88	865fddd4494b88	activate_id	hashes/global/bo6sp.csv	exact64
01865fddd4494b88	865fddd4494b88	activate_id	hashes/global/bo7.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/global/bo4.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/global/bo6.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/global/bo6sp.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/global/bo7.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/global/mwiii.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/scr/bo4.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/scr/bo6.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/scr/bocw.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/scr/mwiii.csv	exact64
018becd72bbc155b	8becd72bbc155b	koth	hashes/xassets/strings.csv	exact64
0192f718a9896804	92f718a9896804	lua_menu/and	hashes/global/bo7.csv	exact64
0192f718a9896804	92f718a9896804	lua_menu/and	hashes/global/mwiii.csv	exact64
01986b0b27400fb2	986b0b27400fb2	scores	hashes/global/bo4.csv	exact64
01986b0b27400fb2	986b0b27400fb2	scores	hashes/global/bo6.csv	exact64
01986b0b27400fb2	986b0b27400fb2	scores	hashes/global/bo6sp.csv	exact64
01986b0b27400fb2	986b0b27400fb2	scores	hashes/global/bo7.csv	exact64
019f50f69e65fc10	9f50f69e65fc10	menu/rename	hashes/global/bo6.csv	exact64
019f50f69e65fc10	9f50f69e65fc10	menu/rename	hashes/global/bo6sp.csv	exact64
019f50f69e65fc10	9f50f69e65fc10	menu/rename	hashes/global/bo7.csv	exact64
019f50f69e65fc10	9f50f69e65fc10	menu/rename	hashes/global/mwiii.csv	exact64
01a0ab976c460e6c	a0ab976c460e6c	ui/utils/sp/spsharedutils.lua	hashes/global/bo6.csv	exact64
01a0ab976c460e6c	a0ab976c460e6c	ui/utils/sp/spsharedutils.lua	hashes/global/bo6sp.csv	exact64
01a0ab976c460e6c	a0ab976c460e6c	ui/utils/sp/spsharedutils.lua	hashes/global/bo7.csv	exact64
01a0ab976c460e6c	a0ab976c460e6c	ui/utils/sp/spsharedutils.lua	hashes/global/mwiii.csv	exact64
01a0ab976c460e6c	a0ab976c460e6c	ui/utils/sp/spsharedutils.lua	hashes/lua/bo6.csv	exact64
01a1b1e8b9004d74	a1b1e8b9004d74	operatorunlocked	hashes/global/bo7.csv	exact64
01a6d4cf354f3dc6	a6d4cf354f3dc6	gameicon	hashes/global/bo7.csv	exact64
01b8168f46c5e399	b8168f46c5e399	inuse	hashes/global/bo4.csv	exact64
01b8168f46c5e399	b8168f46c5e399	inuse	hashes/global/bo7.csv	exact64
01b8168f46c5e399	b8168f46c5e399	inuse	hashes/scr/bocw.csv	exact64
01c745f0986ec5e0	c745f0986ec5e0	onboarding_vehicle_horns_2	hashes/global/bo6.csv	exact64
